Country Name,Country Code,Indicator Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Bulgaria,BGR,"Foreign direct investment, net inflows (BoP, current US$)",163.5,-14.231499051233396,20.575221238938052,363.1192660550459,6.441611757300121,52.38448895700486,22.31537987587469,-18.827849891237694,11.28217835070211,131.77648887598932,46.53603206339338,33.3785177759153,92.14836617736967,76.20562951522163,-25.79084735177118,-62.15625636759397,-52.705705815443174,14.157577730750448
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",3.834932828059384,52.92098662611136,-0.4948676191943227,6.138899855002759,88.5910410569074,105.66526799373383,40.074839496855596,-42.23276780175499,-19.396658552016405,-0.5180750531227786,6.958604342255873,133.14090592946795,24.821994040396532,61.810418498821306,-44.20961454365578,-29.06776461011783,-17.999338321787285,88.21036897074748
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",37.59559026564959,10.869162564377639,24.289825283769506,29.216727436227146,2.477396709660787,6.42929873738705,-8.516546000503979,14.644087762592486,-7.706279131924722,2.05652141952144,29.12301611282967,43.2477709917414,21.855836248632123,38.10884150992687,15.020505990542516,-25.575498052334787,47.713561353629075,15.795537933145514
Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",9.329446064139942,95.14666666666668,22.984421973216726,9.11111111111111,30.0,16.042613191289362,26.02943161873903,-39.185859667916446,-27.937290822617577,31.288193595697873,158.20145224353007,-20.38505912892991,94.48419527216738,16.569645601452986,-41.7761975150813,-3.7669822972416633,34.48128342245989,-0.0530194581411378
Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",-43.04755108681827,199.56639644996156,24.863485854810914,88.60130343926524,-43.23620404345636,17.932105918822607,-17.76430740696385,6.320690955665172,22.004355002985285,128.2388602781368,94.27051079442477,0.6820753632898547,142.4210007060849,48.620885298673194,33.84282187963993,-51.08093547041697,17.999240086269346,27.603573776552793
Uganda,UGA,"Foreign direct investment, net inflows (BoP, current US$)",61.53846153846154,37.41496598639456,-0.16501650165016502,44.62809917355372,20.0,-33.23809523809524,14.621968616262482,-5.727348692018049,21.883003893440055,9.501607813940968,46.106479230434736,28.5670795763685,69.6283180129714,22.978720778723414,-8.007625561871903,15.463842551348913,-35.37409740249533,64.43072306355076
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",11.367708540712721,23.489452985341437,41.37232194557035,25.076797050993243,72.86123618501841,47.97489936064409,11.738235680062987,-50.591908342284285,-35.61879695761061,5.448651569042366,82.43386333748911,-33.37233957901339,109.67726072050807,16.13265295865819,-1.5928427381546566,-52.77432481559228,63.914876181844136,-0.2052727059260185
World,WLD,"Foreign direct investment, net inflows (BoP, current US$)",19.27300167933727,29.84231198128636,15.454553567045892,27.82052661408913,48.94563774033083,51.29220275388583,30.388075666764536,-42.926465010371615,-16.077847487880838,-1.9769613670868162,36.968111413766486,54.03804891889278,40.97159709136993,42.114025817814884,-21.70241674086888,-37.79792702057747,21.527561252777595,29.56110591228251
